ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Load Configuration,Special Type,Additional Washer Features,Intended Market,Volume (cu. ft.),Height (inches),Width (inches),Depth (inches),Integrated Modified Energy Factor (IMEF),US Federal Standard (IMEF),Annual Energy Use (kWh/yr),Integrated Water Factor (IWF),US Federal Standard (IWF),Annual Water Use (gallons/yr),Drum Capacity for the dryer in a Combination All-in-One Washer-Dryer,Heat Pump Technology for the dryer in a Combination All-in-One Washer-Dryer,Combined Energy Factor (CEF) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Annual Energy Use (kWh/yr) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Energy Test Cycle Time (min) for the dryer in a Combination All-in-One Washer-Dryer,Energy Test Cycle Information for the dryer in a Combination All-in-One Washer-Dryer,Calculated Combined Energy Factor - Max Dryness Setting (lbs/kWh) for the dryer in a Combination All-in-One Washer-Dryer,Additional Dryer Features for the dryer in a Combination All-in-One Washer-Dryer,Connected,Connects Using,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Paired ENERGY STAR Clothes Dryer Available,Paired ENERGY STAR Clothes Dryer ENERGY STAR Model Identifier,Date Available On Market,Date Certified,Markets,ENERGY STAR Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
2394860,FINLUX,WM3228SCH,,8698902064422,Front Load,,"Hand Wash Cycle,Steam Cycle,Sanitize Option,Perm Press",Residential,2.2,33.25,23.5,23.50,2.07,1.84,110,4.2,4.7,2713,,,,,,,,"Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",No,,,,Yes,ES_1142648_DR4409DSCH_031420221507222_7090010,03/01/2022,04/15/2022,Canada,ES_1142648_WM3228SCH_022220221407348_1828599,No
2393288,Frigidaire,FWFX22D4EW,,012505388637,Front Load,,"Delayed Start,Gentle Cycle",Residential,4.4,38.00,27.0,32.00,2.76,1.84,50,3.2,4.7,4154,,,,,,,,None,No,,,,Yes,ES_1021080_ELFE7337***_030820222037470_3587891,03/11/2022,02/23/2022,United States,ES_1021080_FWFX22D4EW_02242022115137_80116962,No
2453239,FULGOR MILANO,FM4WM24W1,,8019801032594,Front Load,,"Hand Wash Cycle,Steam Cycle,Sanitize Option,Drum Clean",Residential,2.2,33.25,23.5,23.50,2.07,1.84,110,4.2,4.7,2713,,,,,,,,None,No,,,,Yes,ES_1136869_FM4CD24W1_033120231746250_2275090,04/01/2023,04/12/2023,"United States, Canada",ES_1136869_FM4WM24W1_033120231710456_7306654,No
2324849,GE,GFW148S*M***,",,Color: White / White",084691826651,Front Load,,"Gentle Cycle,Steam Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle",Residential,2.4,,23.4,,2.07,1.84,97,4.2,4.7,2961,,,,,,,,,No,,,,Yes,ES_1123206_GFT14ES*M***_08292018161048_9048548,08/27/2018,08/27/2018,"United States, Canada",ES_1123206_GFW148S*M***_08272018155407_5247195,No
3814888,GE,GFW350S*Y***,",GFW350SPYDS,; ,GFW350SSYWW,",084691962694;084691962700,Front Load,,"Delayed Start,Sanitize Option,Gentle Cycle",Residential,4.6,39.75,28.0,32.00,2.76,1.84,150,3,4.7,4044,,,,,,,,,No,,,,No,,12/09/2024,11/26/2024,"United States, Canada",ES_1123206_GFW350S*Y***_112120242148304_4144587,No
2351443,GE,GFW510S*N***,",GFW510SCNWW,Color: White; UPC 084691849377",084691849377,Front Load,,"Delayed Start,Sanitize Option,Gentle Cycle",Residential,4.5,,28.0,,2.76,1.84,150,3,4.7,3983,,,,,,,,,No,,,,Yes,"ES_1123206_GFV55ES*N***_03112020143611_7371251, ES_1123206_GFV55ES*N***_03112020143551_7351317",01/13/2020,12/18/2019,"United States, Canada",ES_1123206_GFW510S*N***_12182019134400_6640243,No
2508135,GE,GFW510S*V***,",GFW510SCVWW,",084691928034,Front Load,,Sanitize Option,Residential,4.6,39.80,28.0,32.00,2.76,1.84,150,3,4.7,4044,,,,,,,,,No,,,,No,,06/16/2023,06/08/2023,"United States, Canada",ES_1123206_GFW510S*V***_06072023154253_8130897,No
2350140,GE,GFW550S*N***,",GFW550SPNDG,Color: Diamond Gray; UPC 084691849322; ,GFW550SSNWW,Color: White; UPC 084691849339",,Front Load,,"Delayed Start,Sanitize Option,Gentle Cycle",Residential,4.8,,28.0,,2.76,1.84,158,3,4.7,4239,,,,,,,,,No,,,,Yes," ES_1123206_GFD55ES*N***_01282020203606_3766726, ES_1123206_GFV55ES*N***_03112020143551_7351317,ES_1123206_GFD55ES*N***_01282020203519_3719066, ES_1123206_GFV55ES*N***_03112020143611_7371251",11/25/2019,11/21/2019,"United States, Canada",ES_1123206_GFW550S*N***_11212019143018_6618069,No
2389000,GE,GFW550S*R***,",GFW550SPRRS,Sapphire Blue",084691881186,Front Load,,Sanitize Option,Residential,4.8,39.75,28.0,32.00,2.76,1.84,158,3,4.7,4239,,,,,,,,,No,,,,Yes,"ES_1123206_GFD55ES*N***_01282020203519_3719066, ES_1123206_GFD55ES*N***_01282020203606_3766726, ES_1123206_GFD55GS*N***_02112020185320_7200902",12/14/2021,12/08/2021,"United States, Canada",ES_1123206_GFW550S*R***_120620210917635_3407642,No
2346259,GE,GFW650S*N***,"H48F_4_NA,GFW650SPNSN,Color: Nickel; UPC 084691849308; H48F_4_NA,GFW650SSNWW,Color: White; UPC 084691849315",084691849315,Front Load,,"Steam Cycle,Delayed Start,Sanitize Option,Gentle Cycle",Residential,4.8,,28.0,,2.76,1.84,158,3,4.7,4239,,,,,,,,,No,,,,Yes," ES_1123206_GFD65ES*N***_10172019151040_5040437,ES_1123206_GFD65ES*N***_10172019150732_4852672",09/16/2019,09/12/2019,"United States, Canada",ES_1123206_GFW650S*N***_09122019155821_3901966,No
2495045,GE,GFW655S*V***,",GFW655SPVDS,; ,GFW655SSVWW,",084691928065;084691928072,Front Load,,Sanitize Option,Residential,5,39.80,28.0,32.00,2.76,1.84,158,3,4.7,4425,,,,,,,,,No,,,,No,,05/29/2023,05/23/2023,"United States, Canada",ES_1123206_GFW655S*V***_052220231557191_8390438,No
2346625,GE,GFW850S*N***,",GFW850SPNDG,Color: Nickel; UPC 084691849360; ,GFW850SPNRS,Color: Sapphire; UPC 084691849346; ,GFW850SSNWW,Color: White; UPC 084691849292",084691849292,Front Load,,"Steam Cycle,Delayed Start,Sanitize Option,Gentle Cycle",Residential,5,,28.0,,2.76,1.84,158,3,4.7,4460,,,,,,,,,No,,,,Yes,"ES_1123206_GFD85ES*N***_10172019150044_4444982, ES_1123206_GFD85GS*N***_12112019174131_6091607",09/19/2019,09/17/2019,"United States, Canada",ES_1123206_GFW850S*N***_09182019105700_4220025,No
2306360,GE,GTW470BMM***,,757638972017,Top Load,,"Gentle Cycle,Other",Residential,4.2,,26.9,,2.15,1.29,160,4,8.4,4956,,,,,,,,,No,,,,No,,01/15/2018,11/13/2017,Canada,ES_1123206_GTW470BMM***_11132017183024_7824210,No
2306361,GE,GTW485BMM***,,757638970365,Top Load,,"Gentle Cycle,Other",Residential,4.2,,26.9,,2.15,1.29,160,4,8.4,4956,,,,,,,,,No,,,,No,,01/15/2018,11/13/2017,Canada,ES_1123206_GTW485BMM***_11132017183121_7881406,No
2310625,GE,GTW490ACJ2WS,,84691815884,Top Load,,Gentle Cycle,Residential,4.4,,27.0,,2.07,1.29,133,4.1,8.4,5273,,,,,,,,,No,,,,No,,12/14/2023,07/17/2017,United States,ES_1123206_GTW490ACJ2WS_07082016164117_6077407,No
2310626,GE,GTW490ACJ3WS,,84691815884,Top Load,,Gentle Cycle,Residential,4.4,,27.0,,2.07,1.29,133,4.1,8.4,5273,,,,,,,,,No,,,,No,,12/12/2016,02/12/2018,United States,ES_1123206_GTW490ACJ3WS_12122016183244_7564196,No
2300603,GE,GTW490ACJ4WS,,84691815884,Top Load,,Gentle Cycle,Residential,4.4,,26.9,,2.07,1.29,133,4.1,8.4,5322,,,,,,,,,No,,,,No,,08/10/2017,07/17/2017,United States,ES_1123206_GTW490ACJ4WS_07172017153609_5769395,No
2319462,GE,GTW490ACJ5WS,,084691815884,Top Load,,Gentle Cycle,Residential,4.4,,27.0,,2.07,1.29,133,4.1,8.4,5273,,,,,,,,,No,,,,No,,05/15/2018,05/07/2018,United States,ES_1123206_GTW490ACJ5WS_05072018173126_4286987,No
2384708,GE,GTW490ACJ6WS,",,Color: White / Silver",084691815884,Top Load,,Impeller,Residential,4.4,44.00,27.0,27.00,2.07,1.29,133,4.1,8.4,5322,,,,,,,,,No,,,,No,,05/11/2021,09/28/2021,United States,ES_1123206_GTW490ACJ6WS_092720211517680_5420561,No
2392843,GE,GTW490ACJ7WS,",,Color: White / Silver",084691815884,Top Load,,Impeller,Residential,4.4,44.00,27.0,27.00,2.07,1.29,133,4.1,8.4,5322,,,,,,,,,No,,,,No,,02/14/2022,09/28/2021,United States,ES_1123206_GTW490ACJ7WS_020820221230443_9870428,No
3387648,GE,GTW490ACJ8WS,,084691815884,Top Load,,Impeller,Residential,4.4,44.00,27.0,27.00,2.07,1.29,170,4.1,8.4,5346,,,,,,,,,No,,,,No,,01/29/2024,01/22/2024,United States,ES_1123206_GTW490ACJ8WS_011820242102432_6800646,No
2374994,GE,GTW490BMR***,,757638370103,Top Load,,Gentle Cycle,Residential,4.1,,26.8,,2.06,1.29,156,4.3,8.4,5252,,,,,,,,,No,,,,No,,02/22/2021,02/22/2021,Canada,ES_92277_GTW490BMR***_031820210717386_1699983,No
4006640,GE,GTW491BMR***,",GTW491BMRDG,; ,GTW491BMRWS,",757638430401;757638430418,Top Load,,Gentle Cycle,Residential,4.1,,26.8,,2.06,1.29,156,4.3,8.4,5252,,,,,,,,,No,,,,No,,05/05/2025,03/31/2025,Canada,ES_92277_GTW491BMR***_032720251447975_1289151,No
2331678,GE,GTW500A*N***,",GTW500ASNWS,Color: White / Silver",084691845638,Top Load,,"Gentle Cycle,Delayed Start",Residential,4.6,,27.0,,2.06,1.29,175,4.3,8.4,5860,,,,,,,,,No,,,,,,12/17/2018,12/05/2018,"United States, Canada",ES_1123206_GTW500A*N***_12052018194545_9145154,No
2370952,GE,GTW500A*N***,",GTW500ASNWS,",084691845638,Top Load,,Gentle Cycle,Residential,4.6,,27.0,,2.06,1.29,175,4.3,8.4,5860,,,,,,,,,No,,,,,,04/19/2021,12/16/2020,"United States, Canada",ES_1123206_GTW500A*N***_121520200855585_6243535,No
3387646,GE,GTW538A*W***,",GTW538ASWWS,",084691946038,Top Load,,"Sanitize Option,Gentle Cycle",Residential,4.6,44.00,27.0,27.00,2.06,1.29,175,4.3,8.4,5860,,,,,,,,,No,,,,No,,01/29/2024,01/22/2024,United States,ES_1123206_GTW538A*W***_011820241701963_1299345,No
2370953,GE,GTW540A*P***,",GTW540ASPWS,",084691870944,Top Load,,"Sanitize Option,Gentle Cycle",Residential,4.6,,27,,2.06,1.29,175,4.3,8.4,5860,,,,,,,,,No,,,,,,12/22/2020,12/16/2020,"United States, Canada",ES_1123206_GTW540A*P***_12152020085595_7471356,No
2375000,GE,GTW550BMR***,,757638370127,Top Load,,Gentle Cycle,Residential,4.3,,26.8,,2.08,1.29,164,3.7,8.4,4683,,,,,,,,,No,,,,No,,02/22/2021,02/22/2021,Canada,ES_92277_GTW550BMR***_031820210717165_7444530,No
2333287,GE,GTW560BM***,,757638359092,Top Load,,"Gentle Cycle, Cold Wash, Active Wear, Speed Wash, Casuals, Dark Colors, Bulky Items, Whites, Heavy Duty",Residential,4.3,,26.9,,2.2,1.29,137,3.7,8.4,4726,,,,,,,,,No,,,,No,,01/02/2019,02/11/2019,Canada,ES_1123206_GTW560BM***_02112019161938_1978986,No
2333288,GE,GTW575BM***,,757638359108,Top Load,,"Gentle Cycle, Cold Wash, Active Wear, Speed Wash, Casuals, Dark Colors, Bulky Items, Whites, Heavy Duty",Residential,4.3,,26.9,,2.2,1.29,137,3.7,8.4,4726,,,,,,,,,No,,,,No,,01/02/2019,02/11/2019,Canada,ES_1123206_GTW575BM***_02112019161952_1992693,No
2375001,GE,GTW580BMR***,,757638370134,Top Load,,Gentle Cycle,Residential,4.3,,26.8,,2.08,1.29,164,3.7,8.4,4683,,,,,,,,,No,,,,No,,02/22/2021,02/22/2021,Canada,ES_92277_GTW580BMR***_031820210717593_7425977,No
2306362,GE,GTW680BMM**,,757638970372,Top Load,,"Gentle Cycle,Other",Residential,4.6,,26.9,,2.16,1.29,165,3.4,8.4,4624,,,,,,,,,No,,,,No,,01/15/2018,11/13/2017,Canada,ES_1123206_GTW680BMM**_11132017183220_7940632,No
2306363,GE,GTW680BMM**,,757638973697,Top Load,,"Gentle Cycle,Other",Residential,4.6,,26.9,,2.16,1.29,165,3.4,8.4,4624,,,,,,,,,No,,,,No,,01/15/2018,11/13/2017,Canada,ES_1123206_GTW680BMM**_11132017183256_7976844,No
2375002,GE,GTW680BMR***,,757638370141,Top Load,,Gentle Cycle,Residential,4.6,,26.8,,2.16,1.29,165,3.4,8.4,4614,,,,,,,,,No,,,,No,,02/22/2021,02/22/2021,Canada,ES_92277_GTW680BMR***_031820210717868_9464251,No
4006641,GE,GTW681BMR***,",GTW681BMRDG,; ,GTW681BMRWS,",757638430425;757638430432,Top Load,,Gentle Cycle,Residential,4.6,,26.8,,2.16,1.29,165,3.4,8.4,4614,,,,,,,,,No,,,,No,,05/05/2025,03/31/2025,Canada,ES_92277_GTW681BMR***_032720251447218_1876275,No
2310720,GE,GTW685B*L***,",GTW685BPLDG,Color - Diamond Gray, UPC - 084691825739; ,GTW685BSLWS,Color - White / Silver, UPC - 084691825609",84691825609,Top Load,,"Gentle Cycle,Delayed Start,Sanitize Option",Residential,4.5,,27.0,,2.06,1.29,150,4.3,8.4,5683,,,,,,,,,No,,,,Yes,"ES_1123206_GTD65EB*J***_08242015154618_1178596, ES_1123206_GTD65GB*J***_08242015155701_1821764",05/03/2017,02/12/2018,United States,ES_1123206_GTW685B*L***_05082017184751_9271148,No
2375003,GE,GTW685BMR***,,757638370381,Top Load,,Gentle Cycle,Residential,4.4,,26.8,,2.09,1.29,156,3.8,8.4,4955,,,,,,,,,No,,,,No,,02/22/2021,02/22/2021,Canada,ES_92277_GTW685BMR***_031820210717787_4075197,No
2396762,GE,GTW690BM***,,757638373029,Top Load,,Delayed Start,Residential,4.6,,26.8,,2.06,1.29,165,3.9,8.4,5292,,,,,,,,,No,,,,No,,05/20/2022,05/23/2022,Canada,ES_92277_GTW690BM***_051620221559241_4512241,No
4049684,GE,GTW690BMY***,,757638430579,Top Load,,Delayed Start,Residential,4.6,,26.8,,2.06,1.29,165,3.9,8.4,5292,,,,,,,,,No,,,,,,06/01/2025,05/21/2025,Canada,ES_92277_GTW690BMY***_051620251501742_9033782,No
2340782,GE,GTW720B*N***,",,Color: White / Silver; ,GTW720BPNDG,Color: Diamond Gray; ,GTW720BSNWS,Color: White / Silver",084691842910;084691842965,Top Load,,"Delayed Start,Sanitize Option,Gentle Cycle",Residential,4.8,,27.0,,2.06,1.29,165,4.3,8.4,6076,,,,,,,,,No,,,,No,,07/08/2019,07/03/2019,"United States, Canada",ES_1123206_GTW720B*N***_07032019154626_8786582,No
2331684,GE,GUD27EE*N***,",GUD27EESNWW,Color: White",084691844198,Top Load,,Gentle Cycle,Residential,3.9,,26.8,,2.06,1.29,140,4.3,8.4,4947,,,,,,,,,No,,,,,,12/10/2018,11/30/2018,United States,ES_1123206_GUD27EE*N***_12032018150843_9723388,No
2331685,GE,GUD27EE*N***,",GUD27EEMNWW,Color: White",757638359115,Top Load,,Gentle Cycle,Residential,3.9,,26.8,,2.06,1.29,140,4.3,8.4,4947,,,,,,,,,No,,,,,,12/10/2018,11/30/2018,Canada,ES_1123206_GUD27EE*N***_12172018162946_4186828,No
2331687,GE,GUD27GE*N***,",GUD27GESNWW,Color: White",084691844181,Top Load,,Gentle Cycle,Residential,3.9,,26.8,,2.06,1.29,140,4.3,8.4,4947,,,,,,,,,No,,,,,,12/10/2018,11/30/2018,United States,ES_1123206_GUD27GE*N***_12172018164614_5174137,No
2331686,GE,GUD37EE*N***,",GUD37EEMNDG,Color: Diamond Gray",757638359122,Top Load,,Gentle Cycle,Residential,3.9,,26.8,,2.06,1.29,140,4.3,8.4,4947,,,,,,,,,No,,,,,,12/10/2018,11/30/2018,Canada,ES_1123206_GUD37EE*N***_12172018163621_4581447,No
2399193,GE,GUD57EE*T***,,757638361606,Top Load,,"Agitator,Gentle Cycle",Residential,3.9,75.70,26.8,30.85,2.06,1.29,140,4.3,8.4,4960,,,,,,,,,No,,,,Yes,ES_92277_GUD57EE*****_072120221855923_6493542,08/01/2022,07/26/2022,Canada,ES_92277_GUD57EE*****_072120221855923_4316951,No
2344117,GE Adora,GTW495*****,,757638360890,Top Load,,Gentle Cycle,Residential,4.2,,26.9,,2.15,1.29,160,4,8.4,4956,,,,,,,,,No,,,,No,,08/19/2019,08/07/2019,Canada,ES_1123206_GTW495*****_08072019164755_6475426,No
3550197,GE Profile,PFQ83HSHW***,",PFQ83HSHWWW,White",084691957362,Front Load,Combination All-in-One Washer/Dryer,Sanitize Option,Residential,4.6,46.70,28.0,32.00,2.76,1.84,150,3,4.7,4106,4.6,Heat Pump,6.00,399,,Normal DRY (Sensor Dry Only) Eco Dry defaut off,,Combo with Ventless Heat Pump Technology Washer/Dryer,No,,,,No,,07/08/2024,07/02/2024,"United States, Canada",ES_1123206_PFQ83HSHW***_062820241716688_6912815,No
3550196,GE Profile,PFQ83HSLW***,",PFQ83HSLWWW,White",084691957355,Front Load,Combination All-in-One Washer/Dryer,Sanitize Option,Residential,4.6,46.70,28.0,32.00,2.76,1.84,150,3,4.7,4106,4.6,Heat Pump,6.00,399,,Normal DRY (Sensor Dry Only) Eco Dry defaut off,,Combo with Ventless Heat Pump Technology Washer/Dryer,No,,,,No,,07/08/2024,07/02/2024,"United States, Canada",ES_1123206_PFQ83HSLW***_06282024180781_1713981,No
3550202,GE Profile,PFQ83HSPW***,",PFQ83HSPWRS,Sapphire Blue",084691957348,Front Load,Combination All-in-One Washer/Dryer,Sanitize Option,Residential,4.6,46.70,28.0,32.00,2.76,1.84,150,3,4.7,4106,4.6,Heat Pump,6.00,399,,Normal DRY (Sensor Dry Only) Eco Dry defaut off,,Combo with Ventless Heat Pump Technology Washer/Dryer,No,,,,No,,07/08/2024,07/02/2024,"United States, Canada",ES_1123206_PFQ83HSPW***_062820241740211_4237636,No
3550203,GE Profile,PFQ83HSSW***,",PFQ83HSSWWW,White",084691957379,Front Load,Combination All-in-One Washer/Dryer,Sanitize Option,Residential,4.6,46.70,28.0,32.00,2.76,1.84,150,3,4.7,4106,4.6,Heat Pump,6.00,399,,Normal DRY (Sensor Dry Only) Eco Dry defaut off,,Combo with Ventless Heat Pump Technology Washer/Dryer,No,,,,No,,07/08/2024,07/02/2024,"United States, Canada",ES_1123206_PFQ83HSSW***_062820241716606_7654878,No
2407727,GE Profile,PFQ97HS*V***,",PFQ97HSPVDS,Carbon Graphite",084691916062,Front Load,Combination All-in-One Washer/Dryer,Sanitize Option,Residential,4.8,46.70,28.0,32.00,2.76,1.84,136,3,4.7,4283,4.8,Heat Pump,6.00,399,,,,Ventless,No,,,,,,02/02/2023,01/31/2023,"United States, Canada",ES_1123206_PFQ97HS*V***_012720232048213_2480524,No
2732560,GE Profile,PFW870S*V***,",PFW870SPVRS,; ,PFW870SSVWW,",084691939191;084691939207,Front Load,,Sanitize Option,Residential,5.3,39.80,28.0,34.00,2.92,1.84,136,3,4.7,4726,,,,,,,,,No,,,,Yes,,11/27/2023,11/08/2023,"United States, Canada",ES_1123206_PFW870S*V***_110820230211531_2746626,No
2389043,GE Profile,PFW950S*T***,",PFW950SPTDS,Black Slate",084691885405,Front Load,,Sanitize Option,Residential,5.3,39.75,28.0,34.00,2.76,1.84,158,3,4.7,4691,,,,,,,,,No,,,,,,12/13/2021,12/09/2021,"United States, Canada",ES_1123206_PFW950S*T***_120620211047758_5190619,No
3478110,GE Profile,PFW955S*W***,",PFW955SPWDS,; ,PFW955SPWGN,",084691948384;084691948391,Front Load,,Sanitize Option,Residential,5.5,39.80,28.0,34.00,2.92,1.84,136,3,4.7,4868,,,,,,,,,No,,,,No,,05/27/2024,05/20/2024,"United States, Canada",ES_1123206_PFW955S*W***_051620241635578_8424661,No
2382907,GE Profile,PTW600B*R***,",PTW600BPRDG,Color: Diamond Gray; ,PTW600BSRWS,Color: White",084691876328;084691876359,Top Load,,Gentle Cycle,Residential,5,56.00,27.9,28.00,2.06,1.29,158,4.3,8.4,6343,,,,,,,,None,No,,,,Yes,ES_1123206_PTD60GB*R***_062920211716333_3715946,08/30/2021,08/05/2021,"United States, Canada",ES_1123206_PTW600B*R***_080320211017334_5509164,No
2382908,GE Profile,PTW605B*R***,",PTW605BPRDG,Color: Diamond Gray; ,PTW605BSRWS,Color: White",084691876335;084691876342,Top Load,,Gentle Cycle,Residential,4.9,56.00,27.9,28.00,2.06,1.29,158,4.3,8.4,6216,,,,,,,,None,No,,,,Yes,ES_1123206_PTW605B*R***_08032021101799_6106607,08/30/2021,08/05/2021,"United States, Canada",ES_1123206_PTW605B*R***_08032021101799_6106607,No
2390457,GE Profile,PTW700B*T***,",PTW700BPTDG,Diamond Gray; ,PTW700BPTRS,Royal Sapphire; ,PTW700BSTWS,White",084691891901;084691891956;084691903789,Top Load,,"Delayed Start,Impeller,Sanitize Option,Gentle Cycle",Residential,5.4,43.90,27.9,23.20,2.06,1.29,145,4.3,8.4,6825,,,,,,,,,No,,,,Yes,ES_1123206_PTD70GB*T***_12082021151724_9442244,01/17/2022,01/13/2022,"United States, Canada",ES_1123206_PTW700B*T***_011020221107427_5459185,No
2392620,GE Profile,PTW705B*T***,",PTW705BPTDG,Diamond Gray; ,PTW705BPTRS,Sapphire Blue; ,PTW705BSTWS,White",084691891932;084691891949;084691903796,Top Load,,Delayed Start,Residential,5.3,43.90,27.9,28.00,2.06,1.29,145,4.3,8.4,6698,,,,,,,,,No,,,,Yes,"ES_1123206_PTD70EB*T***_120820211148933_7618023, ES_1123206_PTD70EB*T***_012020221610314_6625451, ES_1123206_PTD70GB*T***_12082021151724_9442244",02/07/2022,02/02/2022,"United States, Canada",ES_1123206_PTW705B*T***_013020221836827_7047969,No
3554290,GE Profile,PTW800B*W***,",PTW800BPWRS,Sapphire Blue",084691959564,Top Load,,Delayed Start,Residential,5.4,43.90,27.9,23.20,2.06,1.29,145,4.3,8.4,6825,,,,,,,,,No,,,,Yes,ES_1123206_PTD80GB*T***_072220251541199_3623832,07/22/2024,07/15/2024,"United States, Canada",ES_1123206_PTW800B*W***_071120242135675_4534903,No
3554315,GE Profile,PTW805B*W***,",PTW805BPWRS,Sapphire Blue",084691959571,Top Load,,Delayed Start,Residential,5.3,43.90,27.9,28.00,2.06,1.29,145,4.3,8.4,6698,,,,,,,,,No,,,,Yes,ES_1123206_PTD80GB*T***_072220251541199_3623832,07/22/2024,07/15/2024,"United States, Canada",ES_1123206_PTW805B*W***_071120242213617_5124513,No
2390459,GE Profile,PTW900B*T***,",PTW900BPTDG,Diamond Gray; ,PTW900BPTRS,Royal Sapphire; ,PTW900BSTWS,White",084691891918;084691891925;084691891994,Top Load,,"Delayed Start,Impeller,Sanitize Option,Gentle Cycle",Residential,5.4,43.90,27.9,23.20,2.06,1.29,145,4.3,8.4,6825,,,,,,,,,No,,,,Yes,ES_1123206_PTD90GB*T***_020820220836249_9336129,01/17/2022,01/13/2022,"United States, Canada",ES_1123206_PTW900B*T***_011020221107930_5044387,No
2392619,GE Profile,PTW905B*T***,",PTW905BPTDG,Diamond Gray; ,PTW905BPTRS,Sapphire Blue; ,PTW905BSTWS,White",084691891970;084691891987;084691892014,Top Load,,Delayed Start,Residential,5.3,43.90,27.9,28.00,2.06,1.29,145,4.3,8.4,6698,,,,,,,,,No,,,,Yes,ES_1123206_PTD90GB*T***_020820220836249_9336129,02/07/2022,02/02/2022,"United States, Canada",ES_1123206_PTW905B*T***_013020221836446_3707708,No
3942870,Gorenje,WNPA54U,,,Front Load,,"Delayed Start,Hand Wash Cycle,Anti-Wrinkle",Residential,1.9,,23.4,,,1.84,100,4,4.7,2254,,,,,,,,,No,,,,No,,04/02/2025,01/14/2025,"United States, Canada",ES_1147102_WNPA54U_01142025104445_80240418,No
3942871,Gorenje,WNPA64U,,,Front Load,,"Delayed Start,Hand Wash Cycle,Anti-Wrinkle",Residential,2.3,,23.4,,,1.84,100,4,4.7,2667,,,,,,,,,No,,,,No,,04/02/2025,01/14/2025,"United States, Canada",ES_1147102_WNPA64U_01142025104445_80240418,No
2340369,Haier,QFW150S*N***,",QFW150SSNWW,Color: White",084691841883,Front Load,,"Delayed Start,Steam Cycle,Sanitize Option,Gentle Cycle",Residential,2.4,,23.4,,2.07,1.84,108,4.2,4.7,2974,,,,,,,,,No,,,,Yes,ES_1123206_QFD15ES*N***_06282019145701_3821840,07/08/2019,06/26/2019,"United States, Canada",ES_1123206_QFW150S*N***_06262019192419_7059687,No
2399989,Hamilton Beach,HBFW3205,,058465825614,Front Load,,"Hand Wash Cycle,Steam Cycle,Sanitize Option,Drum Clean, Perm Press, Bulky, Wool, Sports Wear",Residential,2.2,33.25,23.5,23.50,2.07,1.84,110,4.2,4.7,2713,,,,,,,,,No,,,,No,,09/01/2022,08/11/2022,"United States, Canada",ES_1120898_HBFW3205_062220221518439_4618456,No
2331774,Inglis,IFW5900H**,,883049473079,Front Load,,"Anti-Wrinkle,Sanitize Option,Clean Washer with Affresh",Residential,4.3,,27.0,,2.76,1.84,123,3.2,4.7,4097,,,,,,,,,No,,,,No,,12/03/2018,08/24/2018,"United States, Canada",ES_15649_IFW5900H**_10142018185237_3157188,No
2384071,Insignia,NS-FWM27W1,,,Front Load,,Delayed Start,Residential,2.7,,23.4,,2.76,1.84,75,3.2,4.7,2549,,,,,,,,None,No,,,,,,08/18/2021,09/01/2021,"United States, Canada",ES_1059185_NS-FWM27W1_090320210024367_6206889,No
2384072,Insignia,NS-FWM27W1-***,",,* Can be A-Z, a-z, all models are identical except the model name",,Front Load,,Delayed Start,Residential,2.7,,23.4,,2.76,1.84,75,3.2,4.7,2549,,,,,,,,None,No,,,,,,08/18/2021,09/01/2021,"United States, Canada",ES_1059185_NS-FWM27W1-***_09032021002430_8812924,No
2397287,Insignia,NS-FWM45W3,,,Front Load,,None,Residential,4.5,,27.0,,2.76,1.84,110,3.2,4.7,4248,,,,,,,,,No,,,,,,05/25/2022,06/08/2022,"United States, Canada",ES_1059185_NS-FWM45W3_060820220311772_8455966,No
2397288,Insignia,NS-FWM45W3***,,,Front Load,,None,Residential,4.5,,27.0,,2.76,1.84,110,3.2,4.7,4248,,,,,,,,,No,,,,,,05/25/2022,06/08/2022,"United States, Canada",ES_1059185_NS-FWM45W3***_060820220311971_7102013,No
2545602,AEG,W14120,,051497390297,Front Load,,"Hand Wash Cycle,Steam Cycle,Sanitize Option,Drum Clean",Residential,2.2,33.25,23.5,23.50,2.07,1.84,110,4.2,4.7,2713,,,,,,,,None,No,,,,Yes,ES_1149287_DC240_062020232101746_4765892,06/26/2023,07/04/2023,Canada,ES_1149287_W14120_06222023145097_1536512,No
3705407,AEG,WHP120,,,Front Load,,None,Residential,2.7,,23.4,,2.76,1.84,75,3.2,4.7,2549,,,,,,,,,No,,,,,,09/25/2024,10/16/2024,Canada,ES_1149287_WHP120_101620240342659_1463793,No
