ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Type,Fuel,Vent Type,Storage Volume (gallons),First Hour Rating (gallons),Maximum Gallons Per Minute,Minimum Gallons Per Minute,Draw Pattern (Intended Usage),Uniform Energy Factor (UEF),Therms/year for Natural Gas,Gallons/year for Propane,Max. Input Rate for Gas Products (Btu/hr),Max. Amps,Recovery Efficiency (%),Tank Height (inches),Height to Vent (inches),Tank Diameter (inches),Vent Size 1 (inches),Vent Size 2 (inches),Water Heater Depth (inches),Water Heater Height (inches),Water Heater Width (inches),Connected Capable,Connects Using,DR Protocol,Communication Hardware Architecture,Load Up Functionality,Optional Operational Mode Functionality,Time of Use Schedule,Primary Communication Module/Device Brand Name and Model Number,Is Broadband Internet Connection Needed for Demand Response?,Refrigerant Type,Refrigerant with GWP,Sound Pressure Level,Date Available On Market,Date Certified,Markets,CB Model Identifier,Tax Credit Eligible
4015965,A.O. Smith Corporation,American,ATM-160M-N 1**,MTM-160X3-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_MTM-160X3-N 1**_04102025015607_25217226658,Yes
4015953,A.O. Smith Corporation,American,ATM-180M-N 1**,MTM-180M-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,5.4,1,High-Usage,0.95,178,194.53,180000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_MTM-180M-N 1**_04102025015602_25217226646,Yes
4015955,A.O. Smith Corporation,American,ATM-180M-N 1**,MTM-180X3-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,5.4,1,High-Usage,0.95,178,194.53,180000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_MTM-180X3-N 1**_04102025015603_25217226647,Yes
4015942,A.O. Smith Corporation,American,ATM-199M-N 1**,MTM-199M-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,6,1,High-Usage,0.95,178,194.53,199000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_MTM-199M-N 1**_04102025015558_25217226637,Yes
4015947,A.O. Smith Corporation,American,ATM-199M-N 1**,MTM-199X3-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,6,1,High-Usage,0.95,178,194.53,199000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_MTM-199X3-N 1**_04102025015600_25217226638,Yes
2408682,A.O. Smith Corporation,A. O. Smith,T-H3-OS-N 1**,ACT-199O-N 1**,,,Gas Tankless,Natural Gas,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,"United States, Canada",ES_92897_ACT-199O-N 1**_02212023100545_3724714,Yes
2408678,A.O. Smith Corporation,A. O. Smith,T-H3-OS-N 1**,ACT-199O-P 1*1,,,Gas Tankless,Propane,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,"United States, Canada",ES_92897_ACT-199O-P 1*1_02212023100545_4455469,Yes
2862492,A.O. Smith Corporation,A. O. Smith,ATHR-160M 1**,ATHR-160M 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_ATHR-160M 1**_12152023003246_4461987,Yes
2862491,A.O. Smith Corporation,A. O. Smith,ATHR-160M 1**,ATHR-160X3 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_ATHR-160X3 1**_12152023003246_7126139,Yes
2866539,A.O. Smith Corporation,A. O. Smith,ATHR-180M 1**,ATHR-180M 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.3,1,High-Usage,0.95,178,194.53,180000,5,97,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_ATHR-180M 1**_12152023003239_7446936,Yes
2866538,A.O. Smith Corporation,A. O. Smith,ATHR-180M 1**,ATHR-180X3 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.3,1,High-Usage,0.95,178,194.53,180000,5,97,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_ATHR-180X3 1**_12152023003240_6437239,Yes
2870544,A.O. Smith Corporation,A. O. Smith,ATHR-199M 1**,ATHR-199M 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.9,1,High-Usage,0.95,178,194.53,199000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_ATHR-199M 1**_12182023133808_1104038,Yes
2862504,A.O. Smith Corporation,A. O. Smith,ATHR-199M 1**,ATHR-199X3 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.9,1,High-Usage,0.95,178,194.53,199000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_ATHR-199X3 1**_12152023003230_2271274,Yes
2408797,A.O. Smith Corporation,A. O. Smith,T-H3S-DV-N,ATI-340H 1**,,,Gas Tankless,Natural Gas,Power Direct Vent,,,5.4,1,High-Usage,0.95,178,194.53,180000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_ATI-340H 1**_02212023100031_9777715,Yes
2408796,A.O. Smith Corporation,A. O. Smith,T-H3S-DV-N,ATI-340H 1*1,,,Gas Tankless,Propane,Power Direct Vent,,,5.4,1,High-Usage,0.95,178,194.53,180000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_ATI-340H 1*1_02212023100031_1266690,Yes
2408752,A.O. Smith Corporation,A. O. Smith,T-H3S-DV-N,ATI-340HX3-N 1**,,,Gas Tankless,Natural Gas,Power Direct Vent,,,5.4,1,High-Usage,0.95,178,194.53,180000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_ATI-340HX3-N 1**_02212023100251_7676959,Yes
2408751,A.O. Smith Corporation,A. O. Smith,T-H3S-DV-N,ATI-340HX3-P 1*1,,,Gas Tankless,Propane,Power Direct Vent,,,5.4,1,High-Usage,0.95,178,194.53,180000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_ATI-340HX3-P 1*1_02212023100251_7818204,Yes
4015940,A.O. Smith Corporation,A. O. Smith,ATM-160M-N 1**,ATM-160M-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_ATM-160M-N 1**_04092025030955_25217222477,Yes
4015961,A.O. Smith Corporation,A. O. Smith,ATM-160M-N 1**,ATM-160X3-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_ATM-160X3-N 1**_04102025015605_25217226654,Yes
4015939,A.O. Smith Corporation,A. O. Smith,ATM-180M-N 1**,ATM-180M-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,5.4,1,High-Usage,0.95,178,194.53,180000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_ATM-180M-N 1**_04092025030955_25217222476,Yes
4015951,A.O. Smith Corporation,A. O. Smith,ATM-180M-N 1**,ATM-180X3-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,5.4,1,High-Usage,0.95,178,194.53,180000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_ATM-180X3-N 1**_04102025015602_25217226643,Yes
4015941,A.O. Smith Corporation,A. O. Smith,ATM-199M-N 1**,ATM-199M-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,6,1,High-Usage,0.95,178,194.53,199000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_ATM-199M-N 1**_04092025030955_25217222475,Yes
4015943,A.O. Smith Corporation,A. O. Smith,ATM-199M-N 1**,ATM-199X3-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,6,1,High-Usage,0.95,178,194.53,199000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_ATM-199X3-N 1**_04102025015559_25217226634,Yes
2408815,A.O. Smith Corporation,A. O. Smith,T-H3J-OS-N,ATO-240H 1**,,,Gas Tankless,Natural Gas,Power Vent,,,4.7,1,High-Usage,0.95,178,194.53,160000,5,,,,,0,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_ATO-240H 1**_02212023100020_4282879,Yes
2408814,A.O. Smith Corporation,A. O. Smith,T-H3J-OS-N,ATO-240H 1*1,,,Gas Tankless,Propane,Power Vent,,,4.7,1,High-Usage,0.95,178,194.53,160000,5,,,,,0,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_ATO-240H 1*1_02212023100020_4709840,Yes
2408741,A.O. Smith Corporation,A. O. Smith,T-H3J-OS-N,ATO-240HX3-N 1**,,,Gas Tankless,Natural Gas,Power Vent,,,4.7,1,High-Usage,0.95,178,194.53,160000,5,,,,,0,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_ATO-240HX3-N 1**_02212023100253_3923209,Yes
2408740,A.O. Smith Corporation,A. O. Smith,T-H3J-OS-N,ATO-240HX3-P 1*1,,,Gas Tankless,Propane,Power Vent,,,4.7,1,High-Usage,0.95,178,194.53,160000,5,,,,,0,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_ATO-240HX3-P 1*1_02212023100254_6859114,Yes
2408684,A.O. Smith Corporation,A. O. Smith,T-H3-OS-N 1**,ATO-540H 1**,,,Gas Tankless,Natural Gas,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,"United States, Canada",ES_92897_ATO-540H 1**_02212023100544_9426372,Yes
2408680,A.O. Smith Corporation,A. O. Smith,T-H3-OS-N 1**,ATO-540H 1*1,,,Gas Tankless,Propane,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,"United States, Canada",ES_92897_ATO-540H 1*1_02212023100545_9600223,Yes
2408781,A.O. Smith Corporation,A. O. Smith,T-H3-OS-N 1**,ATO-540HX3-N 1**,,,Gas Tankless,Natural Gas,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,"United States, Canada",ES_92897_ATO-540HX3-N 1**_02212023100203_4056789,Yes
2408780,A.O. Smith Corporation,A. O. Smith,T-H3-OS-N 1**,ATO-540HX3-P 1*1,,,Gas Tankless,Propane,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,"United States, Canada",ES_92897_ATO-540HX3-P 1*1_02212023100203_852942,Yes
2408683,A.O. Smith Corporation,A. O. Smith,T-H3-OS-N 1**,ATO-540P-N 1**,,,Gas Tankless,Natural Gas,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,"United States, Canada",ES_92897_ATO-540P-N 1**_02212023100544_8954109,Yes
2408679,A.O. Smith Corporation,A. O. Smith,T-H3-OS-N 1**,ATO-540P-P 1*1,,,Gas Tankless,Propane,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,"United States, Canada",ES_92897_ATO-540P-P 1*1_02212023100545_7443928,Yes
2408811,A.O. Smith Corporation,American,T-H3J-OS-N,GT-240-NEH 1**,,,Gas Tankless,Natural Gas,Power Vent,,,4.7,1,High-Usage,0.95,178,194.53,160000,5,,,,,0,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_GT-240-NEH 1**_02212023100021_305169,Yes
2408810,A.O. Smith Corporation,American,T-H3J-OS-N,GT-240-PEH 1*1,,,Gas Tankless,Propane,Power Vent,,,4.7,1,High-Usage,0.95,178,194.53,160000,5,,,,,0,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_GT-240-PEH 1*1_02212023100021_6406037,Yes
2408737,A.O. Smith Corporation,American,T-H3J-OS-N,GT-240X3-NEH 1**,,,Gas Tankless,Natural Gas,Power Vent,,,4.7,1,High-Usage,0.95,178,194.53,160000,5,,,,,0,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_GT-240X3-NEH 1**_02212023100254_5288259,Yes
2408736,A.O. Smith Corporation,American,T-H3J-OS-N,GT-240X3-PEH 1*1,,,Gas Tankless,Propane,Power Vent,,,4.7,1,High-Usage,0.95,178,194.53,160000,5,,,,,0,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_GT-240X3-PEH 1*1_02212023100254_4443585,Yes
2408795,A.O. Smith Corporation,American,T-H3S-DV-N,GT-340-NIH 1**,,,Gas Tankless,Natural Gas,Power Direct Vent,,,5.4,1,High-Usage,0.95,178,194.53,180000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_GT-340-NIH 1**_02212023100032_9449796,Yes
2408794,A.O. Smith Corporation,American,T-H3S-DV-N,GT-340-PIH 1*1,,,Gas Tankless,Propane,Power Direct Vent,,,5.4,1,High-Usage,0.95,178,194.53,180000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_GT-340-PIH 1*1_02212023100032_6679848,Yes
2408748,A.O. Smith Corporation,American,T-H3S-DV-N,GT-340X3-NIH 1**,,,Gas Tankless,Natural Gas,Power Direct Vent,,,5.4,1,High-Usage,0.95,178,194.53,180000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_GT-340X3-NIH 1**_02212023100252_7526961,Yes
2408747,A.O. Smith Corporation,American,T-H3S-DV-N,GT-340X3-PIH 1*1,,,Gas Tankless,Propane,Power Direct Vent,,,5.4,1,High-Usage,0.95,178,194.53,180000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_GT-340X3-PIH 1*1_02212023100252_3465532,Yes
2408667,A.O. Smith Corporation,American,T-H3-OS-N 1**,GT-540-NEH 1**,,,Gas Tankless,Natural Gas,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,United States,ES_92897_GT-540-NEH 1**_02212023100547_695026,Yes
2408664,A.O. Smith Corporation,American,T-H3-OS-N 1**,GT-540-PEH 1*1,,,Gas Tankless,Propane,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,United States,ES_92897_GT-540-PEH 1*1_02212023100548_6238623,Yes
2408666,A.O. Smith Corporation,American,T-H3-OS-N 1**,GT-540P-NEH 1**,,,Gas Tankless,Natural Gas,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,United States,ES_92897_GT-540P-NEH 1**_02212023100547_5705912,Yes
2408663,A.O. Smith Corporation,American,T-H3-OS-N 1**,GT-540P-PEH 1*1,,,Gas Tankless,Propane,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,United States,ES_92897_GT-540P-PEH 1*1_02212023100548_599121,Yes
2408777,A.O. Smith Corporation,American,T-H3-OS-N 1**,GT-540X3-NEH 1**,,,Gas Tankless,Natural Gas,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,"United States, Canada",ES_92897_GT-540X3-NEH 1**_02212023100204_3492066,Yes
2408776,A.O. Smith Corporation,American,T-H3-OS-N 1**,GT-540X3-PEH 1*1,,,Gas Tankless,Propane,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,"United States, Canada",ES_92897_GT-540X3-PEH 1*1_02212023100204_3174071,Yes
2408813,A.O. Smith Corporation,A. O. Smith,T-H3J-OS-N,GT15-240-NO 1**,,,Gas Tankless,Natural Gas,Power Vent,,,4.7,1,High-Usage,0.95,178,194.53,160000,5,,,,,0,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_GT15-240-NO 1**_02212023100021_1980410,Yes
2408812,A.O. Smith Corporation,A. O. Smith,T-H3J-OS-N,GT15-240-PO 1*1,,,Gas Tankless,Propane,Power Vent,,,4.7,1,High-Usage,0.95,178,194.53,160000,5,,,,,0,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_GT15-240-PO 1*1_02212023100021_3149675,Yes
2408799,A.O. Smith Corporation,A. O. Smith,T-H3S-DV-N,GT15-340-NI 1**,,,Gas Tankless,Natural Gas,Power Direct Vent,,,5.4,1,High-Usage,0.95,178,194.53,180000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_GT15-340-NI 1**_02212023100031_7425114,Yes
2408798,A.O. Smith Corporation,A. O. Smith,T-H3S-DV-N,GT15-340-PI 1*1,,,Gas Tankless,Propane,Power Direct Vent,,,5.4,1,High-Usage,0.95,178,194.53,180000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_GT15-340-PI 1*1_02212023100031_7231238,Yes
2408681,A.O. Smith Corporation,A. O. Smith,T-H3-OS-N 1**,GT15-540-NO 1**,,,Gas Tankless,Natural Gas,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,"United States, Canada",ES_92897_GT15-540-NO 1**_02212023100545_2116813,Yes
2862483,A.O. Smith Corporation,A. O. Smith,ATHR-160M 1**,GT15THR-160M 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_GT15THR-160M 1**_12152023003251_7352968,Yes
2862481,A.O. Smith Corporation,A. O. Smith,ATHR-160M 1**,GT15THR-160X3 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_GT15THR-160X3 1**_12152023003252_4337518,Yes
2862529,A.O. Smith Corporation,A. O. Smith,ATHR-180M 1**,GT15THR-180M 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.3,1,High-Usage,0.95,178,194.53,180000,5,97,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_GT15THR-180M 1**_12152023003244_8281995,Yes
2862528,A.O. Smith Corporation,A. O. Smith,ATHR-180M 1**,GT15THR-180X3 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.3,1,High-Usage,0.95,178,194.53,180000,5,97,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_GT15THR-180X3 1**_12152023003244_860710,Yes
2862498,A.O. Smith Corporation,A. O. Smith,ATHR-199M 1**,GT15THR-199M 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.9,1,High-Usage,0.95,178,194.53,199000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_GT15THR-199M 1**_12152023003236_812117,Yes
2862488,A.O. Smith Corporation,RELIANCE WATER HEATERS,ATHR-160M 1**,RTHR-160M 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_RTHR-160M 1**_12152023003248_1754585,Yes
2862484,A.O. Smith Corporation,RELIANCE WATER HEATERS,ATHR-160M 1**,RTHR-160X3 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_RTHR-160X3 1**_12152023003251_3057272,Yes
2864533,A.O. Smith Corporation,RELIANCE WATER HEATERS,ATHR-180M 1**,RTHR-180M 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.3,1,High-Usage,0.95,178,194.53,180000,5,97,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_RTHR-180M 1**_12152023003241_9201705,Yes
2864532,A.O. Smith Corporation,RELIANCE WATER HEATERS,ATHR-180M 1**,RTHR-180X3 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.3,1,High-Usage,0.95,178,194.53,180000,5,97,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_RTHR-180X3 1**_12152023003243_2672029,Yes
2862502,A.O. Smith Corporation,RELIANCE WATER HEATERS,ATHR-199M 1**,RTHR-199M 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.9,1,High-Usage,0.95,178,194.53,199000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_RTHR-199M 1**_12152023003233_1586263,Yes
2862500,A.O. Smith Corporation,RELIANCE WATER HEATERS,ATHR-199M 1**,RTHR-199X3 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.9,1,High-Usage,0.95,178,194.53,199000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_RTHR-199X3 1**_12152023003234_434266,Yes
4015967,A.O. Smith Corporation,RELIANCE WATER HEATERS,ATM-160M-N 1**,RTM-160M-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_RTM-160M-N 1**_04102025015607_25217226659,Yes
4015969,A.O. Smith Corporation,RELIANCE WATER HEATERS,ATM-160M-N 1**,RTM-160X3-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_RTM-160X3-N 1**_04102025015607_25217226660,Yes
4015957,A.O. Smith Corporation,RELIANCE WATER HEATERS,ATM-180M-N 1**,RTM-180M-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,5.4,1,High-Usage,0.95,178,194.53,180000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_RTM-180M-N 1**_04102025015604_25217226648,Yes
2862496,A.O. Smith Corporation,A. O. Smith,ATHR-199M 1**,GT15THR-199X3 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.9,1,High-Usage,0.95,178,194.53,199000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_GT15THR-199X3 1**_12152023003237_9414222,Yes
4015972,A.O. Smith Corporation,A. O. Smith,ATM-160M-N 1**,GT15TM-160M-N,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_GT15TM-160M-N_04102025015609_25217226663,Yes
4015971,A.O. Smith Corporation,A. O. Smith,ATM-160M-N 1**,GT15TM-160X3-N,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_GT15TM-160X3-N_04102025015608_25217226664,Yes
4015960,A.O. Smith Corporation,A. O. Smith,ATM-180M-N 1**,GT15TM-180M-N,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,5.4,1,High-Usage,0.95,178,194.53,180000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_GT15TM-180M-N_04102025015605_25217226652,Yes
4015962,A.O. Smith Corporation,A. O. Smith,ATM-180M-N 1**,GT15TM-180X3-N,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,5.4,1,High-Usage,0.95,178,194.53,180000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_GT15TM-180X3-N_04102025015606_25217226653,Yes
